ID,Name,Latitude,Longitude,Address,Link,IMAX With Laser,Stadium Seating,Handicap Accessible,Assistive Listening Devices Available,Reserved Seating,Ticketing Kiosk,Cafe
2963,Shaoxing Keqiao Wanda & IMAX,30.094850000000,120.507170000000,"3F Wanda Plaza - 799 Qiantao Road - Keqiao County, Shaoxing, ZJ, China",https://imax.com/theatres/shaoxing-keqiao-wanda-imax,false,true,false,false,false,false,false
2964,Shaoxing Lumiere & IMAX,29.991930000000,120.587010000000,"4F No. 777 South Jiefang Road - Yuecheng District, Shaoxing, ZJ, China 312000",https://imax.com/theatres/shaoxing-lumiere-imax,false,true,false,false,false,false,false
2965,Jinhua Wanda & IMAX,29.090090000000,119.678380000000,"4F East Liyu Road No.366 - Jinhua Wanda Plaza - Jindong District, Jinhua, ZJ, China 321000",https://imax.com/theatres/jinhua-wanda-imax,false,true,false,false,false,false,false
2966,Wenzhou Longwan Wanda & IMAX,27.913430000000,120.830750000000,"4-5F Wanda Plaza - 1188 Yongding Road / Yongzhong Street - Longwan District, Wenzhou, ZJ, China 325024",https://imax.com/theatres/wenzhou-longwan-wanda-imax,false,true,false,false,false,false,false
2967,Wenzhou Pingyang Wanda & IMAX,27.596450000000,120.576830000000,"3F Pingyang Wanda Plaza - Aojiang Town - Pingyang County, Wenzhou, ZJ, China 325401",https://imax.com/theatres/wenzhou-pingyang-wanda-imax,false,true,false,false,false,false,false
2968,Yuyao Wanda Plaza & IMAX,30.031300000000,121.130690000000,"No.855 West Siming Road - Yuyao District, Ningbo, ZJ, China 315400",https://imax.com/theatres/yuyao-wanda-plaza-imax,false,true,false,false,false,false,false
2969,Zhejiang Wandi & IMAX,28.467990000000,119.930430000000,"4F Wandi Square - Huyuan Road - Liandu District, Lishui, ZJ, China 323000",https://imax.com/theatres/zhejiang-wandi-imax,false,true,false,false,false,false,false
2970,AMC Arapahoe Crossing 16 & IMAX,39.595210000000,-104.802100000000,"6696 South Parker Road, Aurora, CO 80016",https://imax.com/theatres/amc-arapahoe-crossing-16-imax,false,true,true,false,false,true,false
2971,AMC Highlands Ranch 24 & IMAX,39.560270000000,-104.991100000000,"103 W. Centennial Blvd., Highlands Ranch, CO 80129",https://imax.com/theatres/amc-highlands-ranch-24-imax,false,true,true,true,false,true,false
2972,AMC Orchard 12 & IMAX,39.958040000000,-104.993700000000,"14653 Orchard Parkway, Denver, CO 80023",https://imax.com/theatres/amc-orchard-12-imax,false,true,true,true,false,true,false
2973,AMC Westminster Promenade 24 & IMAX,39.889330000000,-105.070600000000,"10655 Westminster Blvd., Denver, CO 80020",https://imax.com/theatres/amc-westminster-promenade-24,true,true,true,true,false,false,false
2974,Cinemark Carefree Circle & IMAX,38.881600000000,-104.716900000000,"3305 Cinema Point, Colorado Springs, CO 80922",https://imax.com/theatres/cinemark-carefree-circle-imax,false,true,true,false,true,true,false
2975,"Phipps IMAX, Denver Museum of Nature and Science",39.747540000000,-104.941000000000,"2001 Colorado Boulevard, Denver, CO 80205",https://imax.com/theatres/phipps-imax-denver-museum-nature-and-science,false,true,false,false,false,false,false
2976,Regal UA Colorado Center & IMAX,39.679960000000,-104.940500000000,"2000 South Colorado Boulevard at I-25, Denver, CO 80222",https://imax.com/theatres/regal-ua-colorado-center-imax,false,true,false,true,true,true,false
2978,"IMAX, Plaza de las Americas",4.619220000000,-74.134380000000,"Cra.71 D NO 6-94 Sur, Bogotá, Columbia",https://imax.com/theatres/imax-plaza-de-las-americas,false,true,false,false,false,false,false
2979,Cinépolis Premier Limonar & IMAX,3.471630000000,-76.486170000000,"Calle 5 # 69-03 LOC 304, Santiago de Cali, COL.VC",https://imax.com/theatres/cin%C3%A9polis-premier-limonar-imax,false,true,false,false,false,false,false
2980,AMC Danbury 16 & IMAX,41.418600000000,-73.417000000000,"61 Eagle Road, Danbury, CT 06810",https://imax.com/theatres/amc-danbury-16-imax,false,true,true,true,false,true,true
2981,AMC Plainville 20 & IMAX,41.677200000000,-72.843400000000,"220 New Britian Avenue, Plainville, CT 06062",https://imax.com/theatres/amc-plainville-20-imax,false,true,false,false,true,true,false
2982,"IMAX, The Maritime Aquarium",41.100010000000,-73.416120000000,"Exit 15 off I-95, Norwalk, CT 06854",https://imax.com/theatres/imax-maritime-aquarium,false,true,false,false,false,false,false
2983,Buckland Hills 18 & IMAX,41.800160000000,-72.547390000000,"99 Redstone Road, Manchester, CT 06045",https://imax.com/theatres/buckland-hills-18-imax,false,true,true,true,false,false,false
2984,Connecticut Post 14 & IMAX,41.236420000000,-73.038640000000,"1201 Boston Post Road - Westfield Shoppingtown CT Post, Milford, CT 06460",https://imax.com/theatres/connecticut-post-14-imax,true,true,true,true,true,true,true
2985,AMC Georgetown 14 & IMAX,38.902610000000,-77.062000000000,"3111 K Street, N.W., Washington, DC 20007",https://imax.com/theatres/amc-georgetown-14-imax,false,true,true,true,true,true,false
2986,"Lockheed Martin IMAX, National Air & Space Museum",38.887600000000,-77.019900000000,"601 Independence Avenue SW, Washington, DC 20560",https://imax.com/theatres/lockheed-martin-imax-national-air-space-museum,true,true,false,false,false,false,false
2988,Penn Cinema Riverfront & IMAX,39.736070000000,-75.562130000000,"401 South Madison Street, Wilmington, DE 19801",https://imax.com/theatres/penn-cinema-riverfront-imax,false,true,true,true,false,true,false
2991,Filmpalast am ZKM & IMAX,49.000400000000,8.385850000000,"Brauerstrasse 40, Karlsruhe, Germany 76135",https://imax.com/theatres/filmpalast-am-zkm-imax,true,true,false,false,false,false,false
2993,"IMAX Dome, Speyer Technik Museum",49.132590000000,8.446570000000,"Am Technik Museum 1, Speyer, Germany 67346",https://imax.com/theatres/imax-dome-speyer-technik-museum,false,true,false,false,false,false,false
2994,CinemaxX København & IMAX,55.662900000000,12.562410000000,"Kalvebod Brygge 57, København, Denmark 1560",https://imax.com/theatres/cinemaxx-kobenhavn-imax,false,true,false,false,false,false,false
2996,Supercines Riocentro El Dorado & IMAX,-2.054270000000,-79.874470000000,"Km 10 1/2 de la Vía La Aurora, Guayaquil, GY, Ecuador 90150",https://imax.com/theatres/supercines-riocentro-el-dorado-imax,false,true,false,false,false,false,false
2998,Cinesa Parquesur IMAX,40.338930000000,-3.736140000000,"Avenida Gran Bretana, Leganes, Madrid, Spain 28016",https://imax.com/theatres/cinesa-parquesur-imax,false,true,false,false,false,false,false
2999,Cinesa Festival Park IMAX,39.633380000000,2.732150000000,"Autopista Palma - Inca, km 7,1, Palma de Mallorca, Spain 07141",https://imax.com/theatres/cinesa-festival-park-imax,false,true,false,false,false,false,false
3001,AMC Altamonte Mall 18 & IMAX,28.661650000000,-81.388640000000,"433 E. Altamonte Dr., Altamonte Springs, FL 32701",https://imax.com/theatres/amc-altamonte-mall-18-imax,false,true,true,true,true,true,false
3002,AMC Aventura 24 & IMAX,25.955170000000,-80.147200000000,"19501 Biscayne Blvd., Aventura, FL 33180",https://imax.com/theatres/amc-aventura-24-imax,true,true,true,true,false,true,false
3003,AMC Destin Commons 14 & IMAX,30.393570000000,-86.426200000000,"4000 Legendary Drive, Destin, FL 32541",https://imax.com/theatres/amc-destin-commons-14,false,false,false,false,false,false,false
3004,AMC Orange Park 24 & IMAX,30.187030000000,-81.732540000000,"1910 Wells Road, Orange Park, FL 32073",https://imax.com/theatres/amc-orange-park-24-imax,false,true,true,true,false,true,false
3005,AMC Regency 24 & IMAX,30.326300000000,-81.549850000000,"9451 Regency Square Blvd., Jacksonville, FL 32225",https://imax.com/theatres/amc-regency-24-imax,false,true,true,true,true,true,false
3006,AMC Sarasota 12 & IMAX,27.234630000000,-82.492720000000,"8201 S. Tamiami Trail, Sarasota, FL 34238",https://imax.com/theatres/amc-sarasota-12-imax,false,false,true,true,false,false,false
3007,AMC Sunset Place 24 & IMAX,25.704070000000,-80.274910000000,"5701 Sunset Drive, South Miami, FL 33143",https://imax.com/theatres/amc-sunset-place-24-imax,false,true,true,true,false,true,false
3008,AMC Tallahassee Mall 20 & IMAX,30.471990000000,-84.291560000000,"2415 North Monroe Street, Tallahassee, FL 32303",https://imax.com/theatres/amc-tallahassee-mall-20-imax,false,true,false,false,true,true,false
3009,AMC The Regency 20 & IMAX,27.942970000000,-82.324510000000,"2496 W. Brandon Blvd., Brandon, FL 33511",https://imax.com/theatres/amc-regency-20-imax,false,true,false,false,true,true,false
3011,AMC Veterans 24 & IMAX,28.032980000000,-82.542750000000,"9302 Anderson Road, Tampa, FL 33634",https://imax.com/theatres/amc-veterans-24-imax,false,true,true,true,false,true,false
3012,AMC Woodland Square 20 & IMAX,28.051950000000,-82.700360000000,"3128 Tampa Road, Oldsmar, FL 34677",https://imax.com/theatres/amc-woodland-square-20-imax,false,true,false,false,false,true,false
3013,"Autonation IMAX, Museum of Discovery & Science",26.120540000000,-80.147560000000,"401 SW 2nd Street, Fort Lauderdale, FL 33312",https://imax.com/theatres/autonation-imax,true,true,false,false,false,false,false
3014,AMC Bayou 15 & IMAX,30.472920000000,-87.211430000000,"5149 Bayou Boulevard, Pensacola, FL 32503",https://imax.com/theatres/amc-bayou-15-imax,false,true,false,false,false,false,false
3015,AMC West Melbourne 12 & IMAX,28.039960000000,-80.664590000000,"4255 Norfolk Parkway, West Melbourne, FL 32904",https://imax.com/theatres/amc-west-melbourne-12-imax,false,true,true,true,false,false,false
3016,Challenger Learning Center IMAX,30.440660000000,-84.283260000000,"200 South Duval Street, Tallahassee, FL 32301",https://imax.com/theatres/challenger-learning-center-imax,false,true,false,false,false,false,false
3017,Cinépolis Polk County & IMAX,28.234360000000,-81.643190000000,"5500 Grandview Parkway, Davenport, FL 33837",https://imax.com/theatres/cin%C3%A9polis-polk-county-imax,false,true,true,true,true,true,true
3018,Lakeside 18 Cinemas & IMAX,28.000420000000,-81.978790000000,"1650 Town Center Drive, Lakeland, FL 33803",https://imax.com/theatres/lakeside-18-cinemas-imax,false,true,true,true,true,true,true
3019,Cobb Dolphin 19 & IMAX,25.786730000000,-80.380040000000,"11471 NW 12th Street, Miami, FL 33172",https://imax.com/theatres/cobb-dolphin-19-imax,false,true,true,true,true,false,true
3020,Cobb Merritt Square 16 & IMAX,28.356960000000,-80.685540000000,"777 East Merritt Island Causeway, Merritt Island, FL 32952",https://imax.com/theatres/cobb-merritt-square-16-imax,false,true,true,true,true,true,false
3022,Frank CineBowl & Grille & IMAX,37.211650000000,-80.399910000000,"1614 South Main Street, Blacksburg, VA 24060",https://imax.com/theatres/frank-theatres-cinebowl-grille-imax,false,true,true,true,true,true,true
3024,AMC CityPlace 20 & IMAX,26.708740000000,-80.056230000000,"545 Hibiscus Street, West Palm Beach, FL 33401",https://imax.com/theatres/amc-cityplace-20-imax,false,true,true,true,true,true,true
3025,AMC Sundial 20 & IMAX,27.773640000000,-82.634820000000,"151 2nd Avenue North, St. Petersburg, FL 33701",https://imax.com/theatres/amc-sundial-20-imax,false,true,true,true,true,true,true
3026,Regal Gulf Coast & IMAX,26.488070000000,-81.791290000000,"10028 Gulf Center Drive, Fort Myers, FL 33913",https://imax.com/theatres/regal-gulf-coast-imax,false,true,true,true,false,true,false
3027,Regal Hollywood & IMAX,29.160130000000,-82.168740000000,"2801 S.W. 27th Avenue, Ocala, FL 34474",https://imax.com/theatres/regal-hollywood-imax,false,true,false,true,true,true,false
3028,Regal Kendall Village & IMAX,25.688180000000,-80.392220000000,"8595 SW 124 Avenue, Miami, FL 33183",https://imax.com/theatres/regal-kendall-village-imax,false,true,true,true,true,true,false
3029,Regal Pointe Orlando & IMAX,28.432400000000,-81.470070000000,"9101 International Drive, Orlando, FL 32819",https://imax.com/theatres/regal-pointe-orlando-imax,false,false,false,false,true,true,true
3030,Regal Sawgrass & IMAX,26.155620000000,-80.323950000000,"2600 NW 136th Avenue, Sunrise, FL 33323",https://imax.com/theatres/regal-sawgrass-imax,false,true,true,false,true,true,false
3031,Regal South Beach & IMAX,25.790450000000,-80.140720000000,"1120 Lincoln Road, Miami Beach, FL 33139",https://imax.com/theatres/regal-south-beach-imax,false,true,true,true,true,true,true
3032,Regal Waterford Lakes & IMAX,28.552940000000,-81.205040000000,"541 North Alafaya Trail, Orlando, FL 32828",https://imax.com/theatres/regal-waterford-lakes-imax,false,true,true,true,true,true,false
3033,Grand Pier Park 16 & IMAX,30.222230000000,-85.872560000000,"PCB 500 South Pier Park Drive, Panama City Beach, FL 32413",https://imax.com/theatres/grand-pier-park-16-imax,false,true,true,true,false,false,false
3034,World Golf Hall of Fame IMAX Theater,29.991840000000,-81.470840000000,"21 World Golf Place; Adjacent to World Golf Hall of Fame, St. Augustine, FL 32092",https://imax.com/theatres/world-golf-hall-fame-imax-theater,false,true,true,true,false,false,false
3035,Cinema Gaumont Labège & IMAX,43.539990000000,1.511040000000,"105 La Méridienne, Labège Innopole, Toulouse, France 31670",https://imax.com/theatres/gaumont-lab%C3%A8ge-imax,false,true,false,false,false,false,false
3036,Gaumont Rouen Grand Quevilly & IMAX,49.413780000000,1.041130000000,"26 boulevard Pierre Brossolette, Rouen, France 76120",https://imax.com/theatres/gaumont-rouen-grand-quevilly-imax,false,true,false,false,false,false,false
3037,Cinema Pathe Quai d'Ivry & IMAX,48.824300000000,2.388490000000,"5 rue François Mitterand, Ivry-sur-Seine, VM, France 94200",https://imax.com/theatres/cinema-pathe-quai-divry-imax,true,true,false,false,false,false,false
3038,Futuroscope - Arthur the 4D Adventure,46.671070000000,0.370560000000,"Parc du Futuroscope, Poitiers, France 86130",https://imax.com/theatres/futuroscope-arthur-4d-adventure,false,true,false,false,false,false,false
3041,Futuroscope - Dome Theatre,46.670820000000,0.370720000000,"Parc du Futuroscope, Poitiers, France 86130",https://imax.com/theatres/futuroscope-dome-theatre,false,true,false,false,false,false,false
3043,Futuroscope - Kinemax IMAX Theatre,46.671070000000,0.370560000000,"Parc du Futuroscope, Poitiers, France 86130",https://imax.com/theatres/futuroscope-kinemax-imax-theatre,true,true,false,false,false,false,false
3044,La Geode,48.894530000000,2.388660000000,"26 avenue Corentin Cariou, Paris, VP, France 75019",https://imax.com/theatres/la-geode,false,true,false,false,false,false,false
3045,AMC Avenue Forsyth 12 & IMAX,34.154420000000,-84.173820000000,"350 Peachtree Parkway, Cumming, GA 30041",https://imax.com/theatres/amc-avenue-forsyth-12-imax,false,true,false,false,false,false,false
3046,AMC Barrett Commons 24 & IMAX,34.004920000000,-84.575230000000,"2600 Cobb Place Ln. NW, Kennesaw, GA 30144",https://imax.com/theatres/amc-barrett-commons-24-imax,false,true,true,true,false,true,false
3047,AMC North Point Mall 12 & IMAX,34.045950000000,-84.297490000000,"4500 North Point Circle, Alpharetta, GA 30022",https://imax.com/theatres/amc-north-point-mall-12-imax,false,true,false,false,true,true,false
3048,AMC Southlake Pavilion 24 & IMAX,33.564480000000,-84.325950000000,"7065 Mount Zion Circle, Morrow, GA 30260",https://imax.com/theatres/amc-southlake-pavilion-24-imax,false,true,true,true,false,true,false
3049,New Vision Stonecrest 16 & IMAX,33.694440000000,-84.077880000000,"8060 Mall Parkway, Lithonia, GA 30038",https://imax.com/theatres/new-vision-stonecrest-16-imax,false,true,false,false,false,true,false
3050,AmStar 16 & IMAX,32.879660000000,-83.758540000000,"5996 Zebulon Road, Macon, GA 31210",https://imax.com/theatres/amstar-16-imax,false,true,true,true,false,false,false
3051,AMC Columbus Park 15 & IMAX,32.546810000000,-84.942490000000,"5555 Whitlesey Parkway, Columbus, GA 31909",https://imax.com/theatres/amc-columbus-park-15-imax,false,true,false,false,false,false,false
3053,Regal Arbor Place 18 & IMAX,33.730260000000,-84.744540000000,"6600 Douglas Boulevard, Douglasville, GA 30135",https://imax.com/theatres/regal-arbor-place-18-imax,false,true,true,true,true,true,true
3054,Regal Atlantic Station & IMAX,33.793440000000,-84.396540000000,"261 19th Street NW, Suite 1250, Atlanta, GA 30363",https://imax.com/theatres/regal-atlantic-station-imax,true,true,true,true,true,true,true
3055,Regal Augusta Exchange & IMAX,33.487800000000,-82.078330000000,"1144 Agerton Lane, Augusta, GA 30909",https://imax.com/theatres/regal-augusta-exchange-imax,false,true,true,true,true,true,false
3056,Regal Mall of Georgia & IMAX,34.071250000000,-83.984260000000,"3333 Buford Drive - Suite 3000, Buford, GA 30519",https://imax.com/theatres/regal-mall-georgia-imax,true,true,true,true,true,true,true
3057,Royal Cinemas & IMAX,32.084600000000,-81.150300000000,"5 Towne Center Court, Pooler, GA 31322",https://imax.com/theatres/royal-cinemas-imax,false,true,false,false,false,false,false
3059,Cinépolis Miraflores & IMAX,14.621410000000,-90.552550000000,"21 Aveinda 4-32 Zona 11, Centro Comercial Miraflores, Guatemala City, Guatemala 01011",https://imax.com/theatres/cinepolis-miraflores-imax,false,true,false,false,false,false,false
3060,Regal Dole Cannery & IMAX,21.315880000000,-157.870500000000,"735 B Iwilei Road, Honolulu, HI 96817",https://imax.com/theatres/regal-dole-cannery-imax,false,true,false,false,false,true,false
3062,UA Megabox & IMAX,22.320090000000,114.208350000000,"L11 - 38 Wang Chiu Road, Kowloon Bay, Hong Kong, Hong Kong, China 852945",https://imax.com/theatres/ua-megabox-imax,false,true,false,false,false,false,false
3063,Cine Grand Century & IMAX,22.322830000000,114.172310000000,"Level 4, Grand Century Place, 193 Prince Edward Road West, Monkok, Mongkok, Hong Kong, Hong Kong, China",https://imax.com/theatres/cine-grand-century-imax,false,true,false,false,false,false,false
3064,AMC Star Council Bluffs 17 & IMAX,41.240520000000,-95.893370000000,"3220 23rd Avenue, Council Bluffs, IA 51503",https://imax.com/theatres/amc-star-council-bluffs-17-imax,false,true,true,true,true,true,false
3067,Davenport 53 & IMAX,41.574670000000,-90.526660000000,"3601 East 53rd Street, Davenport, IA 52807",https://imax.com/theatres/davenport-53-imax,false,true,true,false,false,false,false
3068,"Blank IMAX Dome, Science Center Iowa",41.582310000000,-93.620810000000,"401 West Martin Luther King Jr. Parkway, Des Moines, IA 50309",https://imax.com/theatres/blank-imax-dome-science-center-iowa,false,true,false,false,false,false,false
3069,Regal Edwards Boise & IMAX,43.590160000000,-116.279700000000,"7701 W Overland Road, Boise, ID 83709",https://imax.com/theatres/regal-edwards-boise-imax,false,true,true,true,true,true,false
3070,Summarecon Mal Serpong & IMAX,-6.239470000000,106.628630000000,"Summarecon Mal - Lantai 3 Jalan Bulevar Gading Serpong, Tangerang, Indonesia",https://imax.com/theatres/21-cineplex-summarecon-mal-serpong-imax,false,true,false,false,false,false,false
3073,Tunjungan 5 XXI & IMAX,-7.263020000000,112.739310000000,"Tunjungan Plaza - Lantai 5 - Jalan Basuki Rahmat No. 8-12, Surabaya, Indonesia",https://imax.com/theatres/21-cineplex-tunjungan-xxi-imax,false,true,false,false,false,false,false
3074,Gading 21 XXI IMAX,-6.157370000000,106.909000000000,"Mall Kelapa Gading 3 - Lantai 3 - Jalan Bulevar Kelapa Gading, Jakarta Utara, Indonesia",https://imax.com/theatres/21-cineplex-gading-xxi-imax,true,true,false,false,false,false,false
3075,Gandaria XXI IMAX,-7.292510000000,112.718220000000,"Gandaria City Level 2 - Jalan Sultan Iskandar Muda - Kebayoran Lama, Jakarta, Indonesia",https://imax.com/theatres/21-cineplex-gandaria-xxi,true,true,false,false,false,false,false
3076,AMC DINE-IN Yorktown 18 & IMAX,41.840040000000,-88.001930000000,"80 Yorktown Shopping Center, Lombard, IL 60148",https://imax.com/theatres/amc-dine-yorktown-18-imax,false,true,false,false,true,true,false
3078,AMC Quarry 14 & IMAX,41.775600000000,-87.878800000000,"9201 W. 63rd Street, Hodgkins, IL 60525",https://imax.com/theatres/amc-quarry-14-imax,false,true,false,false,false,true,false
3079,AMC Streets of Woodfield & IMAX,42.039070000000,-88.034590000000,"601 North Martingale Road, Schaumburg, IL 60173",https://imax.com/theatres/amc-streets-woodfield-imax,false,true,true,true,true,true,false
3080,AMC Showplace Edwardsville 12 & IMAX,38.781640000000,-89.955370000000,"6633 Center Grove Road, Edwardsville, IL 62025",https://imax.com/theatres/amc-showplace-edwardsville-12-imax,false,true,true,true,false,false,false
3081,AMC Showplace Naperville 16 & IMAX,41.712570000000,-88.207430000000,"2815 Showplace Drive, Naperville, IL 60564",https://imax.com/theatres/amc-showplace-naperville-16-imax,false,true,true,true,false,true,false
3082,AMC Showplace New Lenox 14 & IMAX,41.520580000000,-87.995630000000,"1320 W. Maple Street, New Lenox, IL 60451",https://imax.com/theatres/amc-showplace-new-lenox-14-imax,false,true,true,true,false,true,false
3083,AMC Showplace Niles 12 & IMAX,42.048550000000,-87.839860000000,"301 Golf Mill Center, Niles, IL 60714",https://imax.com/theatres/amc-showplace-niles-12-imax,false,true,true,true,true,true,false
3084,AMC Showplace Rockford 16 & IMAX,42.272350000000,-88.953650000000,"8301 East State Street, Rockford, IL 61108",https://imax.com/theatres/amc-showplace-rockford-16-imax,false,true,true,true,false,true,false
3085,AMC Showplace Village Crossing & IMAX,42.008840000000,-87.761880000000,"7000 Carpenter Road, Skokie, IL 60077",https://imax.com/theatres/amc-showplace-village-crossing-imax,false,true,true,true,false,true,false
3086,AMC South Barrington 30 & IMAX,42.071800000000,-88.147400000000,"175 Studio Drive, South Barrington, IL 60010",https://imax.com/theatres/amc-south-barrington-30-imax,false,false,true,true,false,true,false
3087,AMC Grand Prairie 18 & IMAX,40.782340000000,-89.677460000000,"5311 West American Prairie Drive, Peoria, IL 61615",https://imax.com/theatres/amc-grand-prairie-18-imax,false,true,false,false,false,false,false
3088,Cinemark at Seven Bridges & IMAX,41.766530000000,-88.067820000000,"6500 Route 53, Woodridge, IL 60517",https://imax.com/theatres/cinemark-seven-bridges-imax,false,true,true,true,true,true,false
3089,Randall 15 & IMAX,41.860340000000,-88.340270000000,"550 North Randall Road, Batavia, IL 60510",https://imax.com/theatres/randall-15-imax,false,true,true,true,true,true,false
3090,Savoy 16 & IMAX,40.074090000000,-88.252110000000,"232 W. Burwash Ave, Savoy, IL 61874",https://imax.com/theatres/savoy-16-imax,false,true,true,true,true,true,false
3091,Navy Pier IMAX at AMC,41.892170000000,-87.607460000000,"700 East Grand Avenue - Suite 115, Chicago, IL 60611",https://imax.com/theatres/navy-pier-imax-amc,true,true,false,false,true,false,false
3093,Regal City North & IMAX,41.929090000000,-87.687840000000,"2600 N. Western Ave, Chicago, IL 60647",https://imax.com/theatres/regal-city-north-imax,false,true,true,true,true,true,false
3094,Regal Lincolnshire & IMAX,42.179140000000,-87.930580000000,"300 Parkway Drive, Lincolnshire, IL 60069",https://imax.com/theatres/regal-lincolnshire-imax,false,true,true,true,true,true,true
3095,Marcus Bloomington Galaxy 14 & IMAX,40.489130000000,-89.036770000000,"1111 Wylie Drive, Bloomington, IL 61701",https://imax.com/theatres/marcus-bloomington-galaxy-14-imax,false,true,true,true,false,true,true
3096,AMC Showplace Indianapolis 17,39.702700000000,-86.158100000000,"4325 South Meridian Street, Indianapolis, IN 46217",https://imax.com/theatres/amc-showplace-indianapolis-17,false,true,true,true,false,true,false
3097,AMC Showplace Schererville 16 & IMAX,41.500360000000,-87.475420000000,"875 Deercreek Drive, Schererville, IN 46375",https://imax.com/theatres/amc-showplace-schererville-16-imax,false,true,true,true,false,true,false
3098,AMC Showplace Traders Point 12 & IMAX,39.910860000000,-86.265150000000,"5920 W. 86th Street, Indianapolis, IN 46278",https://imax.com/theatres/amc-showplace-traders-point-12-imax,false,true,true,true,false,true,false
3099,AMC Jefferson Point 18 & IMAX,41.069890000000,-85.195850000000,"4250 West Jefferson Boulevard, Fort Wayne, IN 46804",https://imax.com/theatres/amc-jefferson-point-18-imax,false,true,false,false,false,false,false
3100,Hamilton 16 & IMAX,39.990530000000,-85.932990000000,"13825 Norell Road, Noblesville, IN 46060",https://imax.com/theatres/hamilton-16-imax,false,true,false,false,true,true,false
3101,Portage 16 & IMAX,41.553760000000,-87.160180000000,"6550 US Highway 6, Portage, IN 46368",https://imax.com/theatres/portage-16,false,true,true,true,true,true,false
3102,"IMAX, Indiana State Museum",39.767440000000,-86.168520000000,"650 West Washington Street, Indianapolis, IN 46204",https://imax.com/theatres/imax-indiana-state-museum,false,true,false,false,true,false,false
3103,Showplace Cinemas East & IMAX,37.992360000000,-87.495830000000,"1801 Morgan Center Drive, Evansville, IN 47715",https://imax.com/theatres/showplace-cinemas-east-imax,false,true,true,false,false,false,false
3104,"IMAX 3D, Gujarat Science City",23.030380000000,72.580370000000,"Village Hebatpur, Sola-Santej Road, Nr. Science City Cross Road, Ahmedabad, India 382481",https://imax.com/theatres/imax-3d-gujarat-science-city,false,true,false,false,false,false,false
3106,Cinépolis Vivana Mall & IMAX,19.208370000000,72.971830000000,"Eastern Express Highway - Next to Jupiter Hospital, Thane, India 400606",https://imax.com/theatres/cin%C3%A9polis-vivana-mall-imax,false,true,false,false,false,false,false
3107,Carnival IMAX Wadala,19.031310000000,72.881150000000,"Bhakti Park, Anik Wadala Link Road, Mumbai, Maharashtra, India 400037",https://imax.com/theatres/imax-big-cinemas,false,true,false,false,false,false,false
3109,Cineworld Dublin & IMAX,53.350050000000,-6.268360000000,"Parnell Centre, Parnell Street, Dublin, Ireland",https://imax.com/theatres/cineworld-dublin-imax,false,true,false,false,false,false,false
3111,Yes Planet Jerusalem & IMAX,31.762330000000,35.225060000000,"2 Naomi Street, Jerusalem, JM, Israel",https://imax.com/theatres/yes-planet-jerusalem-imax,false,true,false,false,false,false,false
3112,Notorious Cinema & IMAX,45.530130000000,9.217760000000,"Via Milanese c/o Centro Sarca, Sesto San Giovanni, MI, Italy 20099",https://imax.com/theatres/skyline-multiplex-imax,false,true,false,false,false,false,false
3113,UCI Pioltello IMAX,45.502780000000,9.323060000000,"Via San Francesco 33, Pioltello, MI, Italy 20096",https://imax.com/theatres/uci-pioltello-imax,false,true,false,false,false,false,false
3114,Happy MaxiCinema & IMAX,40.933240000000,14.356710000000,"Via Santa Maria la Nova, 1, Afragola, Italy 80021",https://imax.com/theatres/happy-maxicinema-imax,false,true,false,false,false,false,false
3115,109 Cinemas Nagoya & IMAX,35.162810000000,136.884870000000,"Market Square Sasashima 2F, 4-60-14 Hiraike-cho Nakamura-ku, Nagoya, Japan 453-0872",https://imax.com/theatres/109-cinemas-nagoya-imax,false,true,false,false,false,false,false
3117,United Cinemas Toyohashi 18 & IMAX,34.744330000000,137.371950000000,"141 Fujisawacho - Horidi Sukuea Amuzumento Biru Uchi, Toyohashi-shi, AI, Japan 441-8061",https://imax.com/theatres/united-cinemas-toyohashi-18-imax,false,true,false,false,false,false,false
3118,Cinema Sunshine Kinuyama & IMAX,33.853830000000,132.746860000000,"1-888 Kinuyama, Matsuyama-shi, Japan 791-8025",https://imax.com/theatres/cinema-sunshine-kinuyama-imax,false,true,false,false,false,false,false
3119,United Cinemas Canal City 13 & IMAX,33.592030000000,130.364360000000,"1-2-22 Sumiyoshi Hakata-ku, Hakata-ku, FO, Japan 812-0018",https://imax.com/theatres/united-cinemas-canal-city-13-imax,true,true,false,false,false,false,false
3120,United Cinemas Sapporo Factory & IMAX,43.063690000000,141.362910000000,"4-1-1 Kita Ichicho Higashi - Sapporo Factory Hall 2F - Chuuouku, Sapporo, HK, Japan 060-0031",https://imax.com/theatres/united-cinemas-sapporo-factory-imax,true,true,false,false,false,false,false
3121,Cinema Sunshine Tsuchiura & IMAX,36.079830000000,140.180400000000,"367 Kamitakatsu, Tsuchiura-shi, Japan 300-0811",https://imax.com/theatres/cinema-sunshine-tsuchiura-imax,false,true,false,false,false,false,false
3122,109 Cinemas Kawasaki & IMAX,35.532570000000,139.695850000000,"Lazona Kawasaki Plaza 5F - 72-1 Horikawa-cho - Saiwai-ku - Kawasaki-shi, Kawasaki, Japan 212-8576",https://imax.com/theatres/109-cinemas-kawasaki-imax,true,true,false,false,false,false,false
