ID,Name,Latitude,Longitude,Address,Link,IMAX With Laser,Stadium Seating,Handicap Accessible,Assistive Listening Devices Available,Reserved Seating,Ticketing Kiosk,Cafe
3736,"IMAX, Nanjing Juvenile Science & Technology Center",32.042620000000,118.819150000000,"No.148, Zhongshan North Road, Gulou District, Nanjing, China 210012",https://imax.com/theatres/imax-nanjing-juvenile-science-technology-center,false,true,false,false,false,false,false
3737,Pictureville Cinema at National Science and Media Museum,53.790820000000,-1.756020000000,"Pictureville, Bradford, UK BD1 1NQ",https://imax.com/theatres/pictureville-cinema-national-science-and-media-museum,false,true,false,false,false,false,false
3738,"Krungsri IMAX, Major Cineplex Pinklao",13.778100000000,100.477470000000,"554-544/1 Borom Rachachonnanee Rd., Bang Bamru, Bang Phlat, Bangkok, Thailand 10700",https://imax.com/theatres/krungsri-imax-major-cineplex-pinklao,false,true,false,false,false,false,false
3739,Cinema IMAX Morocco Mall,33.575795000000,-7.706852000000,"Angle Boulevard de la Corniche & Boulevard de l'Océan, Sidi Abderahman, Casablanca, Morocco 20240",https://imax.com/theatres/cinema-imax-morocco-mall,false,true,false,false,false,false,false
3740,"IMAX Theatre, Palac Flora",50.078510000000,14.461170000000,"Palac Flora Vinohradska 151, Prague, Czech Republic 130 00",https://imax.com/theatres/imax-theatre-palac-flora,false,true,false,false,false,false,false
3741,IMAX Theatre Seven Stars Mall,45.034060000000,39.051540000000,"79/1, Uralskaya St., SBS Megamall, Seven Stars Multiplex, Krasnodar, Russia",https://imax.com/theatres/imax-theatre-seven-stars-mall,false,true,false,false,false,false,false
3742,IMAX Theatre Showcase,-34.514570000000,-58.522760000000,"Esteban Echeverria 3750, Buenos Aires, Argentina B1605DT",https://imax.com/theatres/imax-theatre-showcase,false,true,false,false,false,false,false
3743,Iskra IMAX,54.777230000000,56.029000000000,"94, Oktiabria av., Ufa, Russia 450098",https://imax.com/theatres/iskra-imax,false,true,false,false,false,false,false
3744,Kinopark 11 Esentai IMAX,43.255030000000,76.912460000000,"77/8 Alfa – Rabi Street, Almaty, Kazakhstan 050040",https://imax.com/theatres/kinopark-11-esentai-imax,false,true,false,false,false,false,false
3745,Yes Planet Rishon Lezion & LG IMAX,31.962730000000,34.799950000000,"4 The Meaa Veesrim Street, Rishon Lezion, Israel",https://imax.com/theatres/yes-planet-rishon-lezion-lg-imax,false,true,false,false,false,false,false
3746,"L'Hemisferic, Cuidad de las Artes y las Ciencias",39.455190000000,-0.353020000000,"Avda. Professor López Piñero (Historiador de la medicina), 3, Valencia, Spain 46013",https://imax.com/theatres/lhemisferic-cuidad-de-las-artes-y-las-ciencias,false,true,false,false,false,false,false
3747,"Megapantalla IMAX, Papalote Museo Interactivo Infantil",19.411970000000,-99.194760000000,"Av. Constituyentes 268, Col. Daniel Garza, Cuidad Mexico, Distrito Federal, Mexico 11111",https://imax.com/theatres/megapantalla-imax-papalote-museo-interactivo-infantil,false,true,false,false,false,false,false
3748,Narita Humax Cinemas IMAX,35.792797000000,140.321775000000,"80 Wing Tsuchiya HUMAX Pavilion Narita 2FL, Narita, Japan 286-0029",https://imax.com/theatres/narita-humax-cinemas-imax,false,true,false,false,false,false,false
3749,Nova Cinemas IMAX,9.937230000000,-84.143530000000,"Centro Comercial Plaza Escazu, Contiguo al Hospital Cima, San Jose, Costa Rica",https://imax.com/theatres/nova-cinemas-imax,false,true,false,false,false,false,false
3750,ODEON Braehead & IMAX,55.878590000000,-4.371200000000,"X-scape, Kings Inch Road, Renfrew, UK PA4 8XU",https://imax.com/theatres/odeon-braehead-imax,false,true,false,false,false,false,false
3751,Pathe Eindhoven & IMAX,51.440410000000,5.480990000000,"Dommelstraat 27, Eindhoven, Netherlands 5611 CJ",https://imax.com/theatres/pathe-eindhoven-imax,false,true,false,false,false,false,false
3752,Palazzo IMAX,13.049682000000,80.209499000000,"Block No.5, Door Nos. 183-190,NSK Salai (Arcot Rd), Chennai, India 600026",https://imax.com/theatres/palazzo-imax,false,true,false,false,false,false,false
3753,ODEON Liverpool ONE & IMAX,53.404080000000,-2.986060000000,"14 Paradise Street, Liverpool, UK L1 8JF",https://imax.com/theatres/odeon-liverpool-one-imax,false,true,false,false,false,false,false
3754,ODEON Norwich & IMAX,52.627510000000,1.305870000000,"Riverside Leisure Park, Wherry Road, Norwich, UK NR1 1XA",https://imax.com/theatres/odeon-norwich-imax,false,true,false,false,false,false,false
3755,ODEON Uxbridge & IMAX,51.545100000000,-0.475530000000,"The Chimes Shopping Centre, High St, Uxbridge, Greater London, Uxbridge, UK UB8 1GD",https://imax.com/theatres/odeon-uxbridge-imax,false,true,false,false,false,false,false
3756,PVR Phoenix IMAX,19.000810000000,72.829080000000,"462 Senapati Bapat Marg., Mumbai, India 400013",https://imax.com/theatres/pvr-phoenix-imax,true,true,false,false,false,false,false
3757,"T IMAX, AFI Palace Cotroceni",44.430310000000,26.051650000000,"AFI Palace Cotroceni, Bd Vasile, Bucharest, Romania 14108",https://imax.com/theatres/t-imax-afi-palace-cotroceni,false,true,false,false,false,false,false
3758,Shaw Theatres JCUBE & IMAX,1.333420000000,103.740600000000,"2 Jurong East Central 1, JCUBE, #04-11, Singapore, Singapore 609731",https://imax.com/theatres/shaw-theatres-jcube-imax,false,true,false,false,false,false,false
3759,Tangshan Wanda & IMAX,39.617765000000,118.171817000000,"4F, Wenhua Road, Wanda Plaza, Lunan District, Tangshan, China 063000",https://imax.com/theatres/tangshan-wanda-imax,false,true,false,false,false,false,false
3760,Teatro IMAX Leonardo da Vinci,21.108650000000,-101.658900000000,"Blvd Francisco Villa #202, Col. La Martinica, Leon, Guanajuato, Guanajuato, Mexico 37500",https://imax.com/theatres/teatro-imax-leonardo-da-vinci,false,true,false,false,false,false,false
4735,AMC Albuquerque 12 & IMAX,35.023130000000,-106.727890000000,"3810 Las Estancias Way SW, Albuquerque, NM 87121",https://imax.com/theatres/amc-albuquerque-12-imax,false,true,true,true,false,false,false
4736,Changzhou Wujin Wanda & IMAX,31.725450000000,119.945100000000,"4th Fl,Hutanghuayuan Rd No.301, Wujin Dist., Changzhou, China 213000",https://imax.com/theatres/changzhou-wujin-wanda-imax,false,true,false,false,false,false,false
4737,Reading Cinemas Valley Plaza 16 & IMAX,35.337010000000,-119.038980000000,"2000 Wible Road, Bakersfield, CA 93304",https://imax.com/theatres/reading-cinemas-valley-plaza-16-imax,false,true,true,true,true,false,false
4738,Xiaoshan Yinlong Tonight & IMAX,30.176710000000,120.272910000000,"4th Floor, Wangjiao Plaza, No.123 Shizhongxin Road, Xiaoshan District, Hangzhou, China 310000",https://imax.com/theatres/xiaoshan-yinlong-tonight-imax,false,true,false,false,false,false,false
4741,Fleet Science Center,32.731350000000,-117.148180000000,"1875 El Prado, Balboa Park, California 92101",https://imax.com/theatres/fleet-science-center,false,true,false,false,false,false,false
4751,Frank Delray MarketPlace Stadium 12 & IMAX,26.454160000000,-80.188110000000,"14775 Lyons Road, Delray Beach, FL 33446",https://imax.com/theatres/frank-delray-marketplace-stadium-12-imax,false,true,true,false,true,false,false
4753,"Krungsri IMAX, Major Cineplex CentralFestival Chiangmai",18.802410000000,99.017890000000,"99,99/1,99/2 Central Festival Chiangmai,M.4, A.Mueng, Chiang Mai, Thailand 50000",https://imax.com/theatres/krungsri-imax-major-cineplex-centralfestival-chiangmai,false,true,false,false,false,false,false
4754,PVR IMAX,12.934710000000,77.611500000000,"The Forum, 21-22, Adugodi Main Rd., Koramangala, Bangalore, India 560095",https://imax.com/theatres/pvr-imax,false,true,false,false,false,false,false
4755,Novo Cinemas Ibn Battuta Mall & IMAX,25.044230000000,55.117030000000,"Between Interchanges 5 & 6, Sheikh Zayed Road, Dubai, UAE",https://imax.com/theatres/novo-cinemas-ibn-battuta-mall-imax,false,true,false,false,false,false,false
4756,CGV Changsha Desiqing & IMAX,28.112814000000,113.010348000000,"5F, Desiqing City Mall, Middle Xiangfu Rd, Changsha, China 410000",https://imax.com/theatres/cgv-changsha-desiqing-imax,false,true,false,false,false,false,false
4757,Chongqing Banan Wanda & IMAX,29.403800000000,106.550560000000,"4-5th Floor, Wanda Plaza, No.297 Yunan Avenue, Banan District, Chongqing, China 401320",https://imax.com/theatres/chongqing-banan-wanda-imax,false,true,false,false,false,false,false
4758,Dongguan Houjie Wanda & IMAX,22.950540000000,113.678970000000,"4th Fl, Wanda Plaza, 6 North Kangle Road, Houjie Town, Dongguan, China 452300",https://imax.com/theatres/dongguan-houjie-wanda-imax,false,true,false,false,false,false,false
4759,Dezhou Wanda & IMAX,37.434910000000,116.317100000000,"Dezhou Wanda Plaza 4F, South Hubin Ave. Decheng District, Dezhou, China 253000",https://imax.com/theatres/dezhou-wanda-imax,false,true,false,false,false,false,false
4760,AMC Cherry Blossom 14 & IMAX,44.731460000000,-85.646790000000,"3825 Marketplace Circle, Traverse City, MI 49684",https://imax.com/theatres/amc-cherry-blossom-14-imax,false,true,true,true,false,false,false
4769,Liuzhou Chengzhong Wanda & IMAX,24.334660000000,109.449010000000,"4th Floor, No. 256 Donghuan Rd, Chengzhong District, Liuzhou, China 545001",https://imax.com/theatres/liuzhou-chengzhong-wanda-imax,false,true,false,false,false,false,false
4802,Regal Permian Palace & IMAX,31.891970000000,-102.341680000000,"4101 E. 42nd Street, Odessa, TX 79762",https://imax.com/theatres/regal-permian-palace-imax,false,true,true,true,true,false,false
4803,Galaxy Riverbank & IMAX,37.732840000000,-120.951360000000,"2525 Patterson Road, Riverbank, CA 95367",https://imax.com/theatres/galaxy-riverbank-imax,false,true,false,false,false,false,false
4936,Cinemaximum MaviBahçe & IMAX,38.473960000000,27.075070000000,"Mavişehir Mah. Caher Dudayev Bulvarı A Blok 301 No:40 Karşıyaka İzmir, İzmir, Turkey 35590",https://imax.com/theatres/cinemaximum-mavibah%C3%A7e-imax,false,true,false,false,false,false,false
4937,Cinema Park Kosmos & IMAX,44.996690000000,41.923920000000,"Dovatortsev st., 75 A, Stavropol, Russia 355042",https://imax.com/theatres/cinema-park-kosmos-imax,false,true,false,false,false,false,false
4940,Kino Arena Grand Mall Varna & IMAX,43.218710000000,27.897990000000,"2 Andrey Saharov Str., Varna, Bulgaria 9009",https://imax.com/theatres/kino-arena-grand-mall-varna-imax,false,true,false,false,false,false,false
4941,ZAP Cinemas & IMAX,-8.905470000000,13.202500000000,"Av. Pedro de Castro Van-Dúnem Loy, 62, Luanda, Angola",https://imax.com/theatres/zap-cinemas-imax,false,true,false,false,false,false,false
4942,TOHO Cinemas Nijo & IMAX,35.010690000000,135.740890000000,"107 Nishinokyotoganocho, Nakagyo-ku, Kyoto-shi, Kyoto-fu, Japan 604-8415",https://imax.com/theatres/toho-cinemas-nijo-imax,false,true,false,false,false,false,false
4943,Chongqing Cross Qibo & IMAX,29.644070000000,106.574160000000,"5th Fl., Rongchuang Jinmao Shidai Plaza, Jintong Rd Crossing Xixia Rd, Yubei District, Chongqing, China 401120",https://imax.com/theatres/chongqing-cross-qibo-imax,false,true,false,false,false,false,false
4944,Nanning Anji Wanda & IMAX,22.874810000000,108.297680000000,"4th floor, Wanda Plaza, No.55 of Gaoxin Avenue, Nanning, China 530022",https://imax.com/theatres/nanning-anji-wanda-imax,false,true,false,false,false,false,false
4945,Kunming CGV & IMAX,24.972750000000,102.748780000000,"5th Fl., Kunming Hailun Plaza, No. 3332 Guangfu Road, Guandu District, Kunming, China 650000",https://imax.com/theatres/kunming-cgv-imax,false,true,false,false,false,false,false
4946,Nantong Gangzha Wanda & IMAX,32.046260000000,120.837130000000,"9 Shennan Road, 4th Fl Wanda Plaza, Gangzha District, Nantong, China 226003",https://imax.com/theatres/nantong-gangzha-wanda-imax,false,true,false,false,false,false,false
4947,Suzhou Wuzhong Wanda & IMAX,31.259560000000,120.613610000000,"188 West Shihu Road, 4th Floor Wanda Plaza, Wuzhong District, Suzhou, China 215100",https://imax.com/theatres/suzhou-wuzhong-wanda-imax,false,true,false,false,false,false,false
4948,Suzhou Emerald City Omnijoi & IMAX,31.306760000000,120.555580000000,"436 Changjiang Rd, 4th Floor 2nd Phase Emerald City, Suzhou, China 215000",https://imax.com/theatres/suzhou-emerald-city-omnijoi-imax,false,true,false,false,false,false,false
4952,Guangzhou R&F Jinyi & IMAX,23.102660000000,113.280120000000,"703, Zone B, R&F Plaza, No.180 Mid Jiangnan Ave, Haizhu District, Guangzhou, China 510000",https://imax.com/theatres/guangzhou-rf-jinyi-imax,false,true,false,false,false,false,false
4953,Hangzhou Xilian Jinyi & IMAX,30.321900000000,120.180180000000,"4/5F, Intersection of Dongxin Rd. and Xiwen St., Xiacheng District, Hangzhou, China 310000",https://imax.com/theatres/hangzhou-xilian-jinyi-imax,false,true,false,false,false,false,false
4954,Shanghai Longsheng Wanda & IMAX,31.091910000000,121.406030000000,"3F, Longsheng Plaza, No. 3975 Dushi Rd. Minghang District, Shanghai, China 200000",https://imax.com/theatres/shanghai-longsheng-wanda-imax,false,true,false,false,false,false,false
4955,Fuzhou Taihe CGV & IMAX,26.097780000000,119.338650000000,"6-7F, Taihe Plaza, East 2nd Ring Rd., No6. Yuefengzhenzhuyu Rd., Jin'an District, Fuzhou, China 350000",https://imax.com/theatres/fuzhou-taihe-cgv-imax,false,true,false,false,false,false,false
4956,Chengdu Joy City Stellar & IMAX,30.633030000000,104.016750000000,"4F, Joy City, No.518 Dayue Rd. Wuhou District, Chengdu, China 610000",https://imax.com/theatres/chengdu-joy-city-stellar-imax,false,true,false,false,false,false,false
4957,Chengdu Kehua SFC & IMAX,30.624170000000,104.082680000000,"5F, Wangfujing Department Store, No.9 Middle Kehua Road, Wuhou District, Chengdu, China 610042",https://imax.com/theatres/chengdu-kehua-sfc-imax,false,true,false,false,false,false,false
4958,Yangzhou Sifang & IMAX,32.392800000000,119.433180000000,"5F, Huamao Shopping Mall, intersection of Mid Weichang Rd. and North Daxue Rd., Yangzhou, China 225000",https://imax.com/theatres/yangzhou-sifang-imax,false,true,false,false,false,false,false
4959,Shanghai Fengxian Powerlong Hengdian & IMAX,31.272860000000,121.660270000000,"4F, Powerlong Plaza, intersection of Hangnan Rd. and East Huancheng Rd., Fengxian District, Shanghai, China 201400",https://imax.com/theatres/shanghai-fengxian-powerlong-hengdian-imax,false,true,false,false,false,false,false
4960,Chongqing Jiangbeizui Cross Cinema & IMAX,29.577420000000,106.577130000000,"Caixin Plaza, Jiangbei Chengxi Ave.,Jiangbei District, Chongqing, China 400020",https://imax.com/theatres/chongqing-jiangbeizui-cross-cinema-imax,false,true,false,false,false,false,false
4961,Ningbo Shanjing Outlet Stellar & IMAX,29.866290000000,121.457150000000,"No.555, Qiushi Rd., Yinzhou District, Ningbo, China 315171",https://imax.com/theatres/ningbo-shanjing-outlet-stellar-imax,false,true,false,false,false,false,false
4962,Shenzhen 9 Square Lumiere & IMAX,22.549060000000,114.090100000000,"Intersection of Zhenhua Rd. and Huafu Rd., Futian District, Shenzhen, China 518000",https://imax.com/theatres/shenzhen-9-square-lumiere-imax,false,true,false,false,false,false,false
4963,Shenzhen Centerville MH Mall OSGH & IMAX,22.728570000000,114.082030000000,"No. 8, Golf Ave, Guangpei Community, Guanlan Sub-district Office, Longhua District, Shenzhen, China 518110",https://imax.com/theatres/shenzhen-centerville-mh-mall-osgh-imax,false,true,false,false,false,false,false
4964,Shanghai Hongqiao Lingkong & IMAX,31.228780000000,121.357940000000,"B1, No.11 Longkong SOHO,No. 968 Jinzhong Rd.Changning Distrct, Shanghai, China 200000",https://imax.com/theatres/shanghai-hongqiao-lingkong-imax,false,true,false,false,false,false,false
4968,Changzhou Global Harbor SFC & IMAX,31.848230000000,119.982340000000,"4F, Global Harbor, No.588 Middle Tongjiang Rd., Xinbei District, Changzhou, China 213100",https://imax.com/theatres/changzhou-global-harbor-sfc-imax,false,true,false,false,false,false,false
4969,Guangzhou Nansha Wanda & IMAX,22.799340000000,113.543240000000,"4th Floor, Building No.3 Shuangshan Ave., Nansha District, Guangzhou, China 510000",https://imax.com/theatres/guangzhou-nansha-wanda-imax,false,true,false,false,false,false,false
4970,Jilin Huaye Wanda & IMAX,43.863740000000,126.587590000000,"6th floor, Huaye International City, Building No.199 Nenjiang Street, Changyi District, Jilin, China 132001",https://imax.com/theatres/jilin-huaye-wanda-imax,false,true,false,false,false,false,false
4971,SFG Dalian Harbour & IMAX,38.935430000000,121.614050000000,"2F, Area A2, Dalian Bainian Harbor, No.134 Xiangerfang, Xigang District, Dalian, China",https://imax.com/theatres/sfg-dalian-harbour-imax,false,true,false,false,false,false,false
4972,Foshan Zose & IMAX,23.066970000000,113.051750000000,"4F, Fuhoang Square, No.1 North Yanjiang Rd, Nanhai District, Foshan, China 528226",https://imax.com/theatres/foshan-zose-imax,false,true,false,false,false,false,false
4973,Shaw Theatres Waterway Point & IMAX,1.333420000000,103.740600000000,"83 Punggol Central, Waterway Point, #B2-11, Singapore, Singapore 828761",https://imax.com/theatres/shaw-theatres-waterway-point-imax,false,true,false,false,false,false,false
4994,AMC Newpark 12 & IMAX,37.527330000000,-122.001510000000,"400 Newpark Mall, Newark, CA 94560",https://imax.com/theatres/amc-newpark-12-imax,false,false,false,false,true,false,false
5007,Shantou Cinecity & IMAX,23.369089000000,116.701069000000,"4-5F, Nanxinxinghui Lotus Center, No. 175 Dongxia Rd., Jinping District, Shantou, CN 515000",https://imax.com/theatres/shantou-cinecity-imax,false,false,false,false,false,false,false
5016,Harbin Exhibition Center CGV & IMAX,45.763010000000,126.709780000000,"No.115 Huanghe Rd., Nangang District, Harbin, CN 150000",https://imax.com/theatres/harbin-exhibition-center-cgv-imax,false,false,false,false,false,false,false
5017,Panama City Altaplaza & IMAX,8.985050000000,-79.510030000000,"PacificLocal C-301 Corregimiento, San Francisco Via Israel, Panama City, Panama",https://imax.com/theatres/panama-city-altaplaza-imax,false,false,false,false,false,false,false
5031,Yantai Changjiang Road CGV & IMAX,37.567627000000,121.256497000000,"3F, No.1 Or-Star Plaza, No.160, Changjiang Rd., Development Zone, Yantai, China 246006",https://imax.com/theatres/yantai-changjiang-road-cgv-imax,false,false,false,false,false,false,false
5048,AMC Legends 14 & IMAX,39.125780000000,-94.829250000000,"1841 Village West Parkway, Kansas City, KS 66111",https://imax.com/theatres/amc-legends-14-imax,false,true,true,true,false,false,false
5052,Empire Swindon & IMAX,51.571340000000,-1.756690000000,"Greenbridge Retail & Leisure Park, Drakes Way, Swindon, Wilts, UK SN3 3SQ",https://imax.com/theatres/empire-swindon-imax,false,false,false,false,false,false,false
5056,Cinema City IMAX Shopping City Timisoara,45.766510000000,21.228440000000,"Calea Sagului 100, Timisoara, Romania 300516",https://imax.com/theatres/cinema-city-imax-shopping-city-timisoara,false,false,false,false,false,false,false
5062,Supercines 6 de Diciembre & IMAX,-0.180290000000,-78.478640000000,"Avenida 6 de diciembre No N-35-229 y pasaje Turquía City, Quito, Ecuador 170102",https://imax.com/theatres/supercines-6-de-diciembre-imax,false,false,false,false,false,false,false
5070,Qingdao Lion Mall SFC & IMAX,36.100790000000,120.472420000000,"Intersection of East Hong Kong Rd. and Haier Rd., Laoshan District, Qingdao, China 266100",https://imax.com/theatres/qingdao-lion-mall-sfc-imax,false,false,false,false,false,false,false
5071,Wenzhou MixC Lumiere & IMAX,27.957600000000,120.692620000000,"No.1001, Wenrui Avenue, Ouhai District, Wenzhou, China 325000",https://imax.com/theatres/wenzhou-mixc-lumiere-imax,false,false,false,false,false,false,false
5076,CGV Yujiabu & IMAX,39.007450000000,117.687580000000,"1-6 F Baofeng Podium Bldg,Xinhua Rd.No3678,Free Trade Zone, Tianjin, China 300450",https://imax.com/theatres/cgv-yujiabu-imax,false,false,false,false,false,false,false
5078,Changsha CGV Xingsha & IMAX,28.255030000000,113.093040000000,"3F MixC City, Xingsha Ave. No.188, Changsha, China 410000",https://imax.com/theatres/changsha-cgv-xingsha-imax,false,false,false,false,false,false,false
5079,Chongqing Cross Shiqiaopu & IMAX,29.540380000000,106.498320000000,"1-6 F Baofeng Podium Bldg,Xinhua Rd.No3678,Free Trade Zone, Chongqing, China 400041",https://imax.com/theatres/chongqing-cross-shiqiaopu-imax,false,false,false,false,false,false,false
5087,Ster-Kinekor & IMAX,-26.016390000000,28.106140000000,"Mall of Africa, Magwa Crescent, Midrand, Johannesburg, South Africa 1682",https://imax.com/theatres/ster-kinekor-imax,false,true,false,false,false,false,false
5088,Pathe La Valette & IMAX,43.137070000000,6.006620000000,"300 avenue de l’Université, La Valette-Du-Var, France 86130",https://imax.com/theatres/pathe-la-valette-imax,true,true,false,false,false,false,false
5089,Shanghai Baoshan Stellar & IMAX,31.405030000000,121.491560000000,"5F, No.1569 Mudanjiang Rd., Baoshan District, Shanghai, China 201900",https://imax.com/theatres/shanghai-baoshan-stellar-imax,false,true,false,false,false,false,false
5090,Dalian Central Avenue Bona & IMAX,38.920970000000,121.593690000000,"5F,Central Avenue PT&C Shopping Center, No. 107 Xi’an Rd., Shahekou District, Dalian, China 116001",https://imax.com/theatres/dalian-central-avenue-bona-imax,false,false,false,false,false,false,false
5097,AMC Town Square 18 & IMAX,36.069460000000,-115.172470000000,"6587 Las Vegas Blvd South, Las Vegas, Nevada 89119",https://imax.com/theatres/amc-town-square-18-imax,false,false,false,false,false,false,false
5100,Montehiedra Cinemas & IMAX,18.338330000000,-66.068640000000,"Montehiedra Towne Center, Ave. Los Romero, San Juan, Puerto Rico 00926",https://imax.com/theatres/montehiedra-cinemas-imax,false,false,false,false,false,false,false
5107,Kunming Panxing Dadu LLC & IMAX,24.976440000000,102.773730000000,"Intersection of North Caiyun Rd. and Erji Rd., Kunming, China 650000",https://imax.com/theatres/kunming-panxing-dadu-llc-imax,true,false,false,false,false,false,false
5108,Chongqing IMIX Park Wanda & IMAX,29.581430000000,106.538980000000,"6F/7F, IMIX Park, Jiangbei District, Chongqing, China 400000",https://imax.com/theatres/chongqing-imix-park-wanda-imax,false,true,false,false,false,false,false
5109,Suzhou AEON Jinyi & IMAX,31.376680000000,120.536780000000,"No.19 Chengji Rd, Gaoxin District, Suzhou, China 215000",https://imax.com/theatres/suzhou-aeon-jinyi-imax,false,true,false,false,false,false,false
5110,Chengdu Shudu Wanda & IMAX,30.813590000000,103.913350000000,"Intersection of East Chengguan Rd, and East Wangcong Rd., Chengdu, China 610000",https://imax.com/theatres/chengdu-shudu-wanda-imax,false,false,false,false,false,false,false
5164,Yokohama Burg13 & IMAX,35.452530000000,139.630370000000,"1-1-7 Nakaku Sakuragicho, TOC Minatomirai 6F, Yokohama, Japan 231-8331",https://imax.com/theatres/yokohama-burg13-imax,false,false,false,false,false,false,false
5165,T-Joy Prince Shinagawa & IMAX,35.627950000000,139.735920000000,"4-10-30 Takanawa, Annex Tower 3F, Minato-ku, Japan 108-8611",https://imax.com/theatres/t-joy-prince-shinagawa-imax,false,false,false,false,false,false,false
5166,AEON Cinema Oodaka & IMAX,35.053060000000,136.948500000000,"2-450 Midoriku Minamioodaka, Aeon Mall Oodaka 1F, Nagoya, Japan 459-8016",https://imax.com/theatres/aeon-cinema-oodaka-imax,false,false,false,false,false,false,false
5167,Jingmen Wanda & IMAX,30.989790000000,112.193080000000,"4F, No.38 South Xiangshan Avenue, Zhanghe New District, Jingmen, China 448000",https://imax.com/theatres/jingmen-wanda-imax,false,false,false,false,false,false,false
5168,Xiangtan Wanda & IMAX,27.835990000000,112.948150000000,"4F, No. 281 Middle Furong Rd., Yuetang District, Xiangtan, China 411101",https://imax.com/theatres/xiangtan-wanda-imax,false,false,false,false,false,false,false
5169,Ziyang Wanda & IMAX,30.133330000000,104.627250000000,"4F, No. 120 Jiaozi Avenue, Yanjiang District, Ziyang, 641300",https://imax.com/theatres/ziyang-wanda-imax,false,false,false,false,false,false,false
5170,Shanghai Daning Aurora & IMAX,31.287550000000,121.449660000000,"Building 1, No.777 Wanrong Rd.,Jingan District , Shanghai, China 200072",https://imax.com/theatres/shanghai-daning-aurora-imax,false,false,false,false,false,false,false
5171,Nanchang Mall Wanda & IMAX,28.586700000000,115.796520000000,"2F, Wanda Mall, Xinjian District, Nanchang, China 330100",https://imax.com/theatres/nanchang-mall-wanda-imax,false,false,false,false,false,false,false
5177,Gaumont Montpellier Multiplexe & IMAX,43.604350000000,3.915510000000,"235, rue Georges Mélies, Montpellier, France 34000",https://imax.com/theatres/gaumont-montpellier-multiplexe-imax,true,false,false,false,false,false,false
5201,Formula Kino Kutuzovsky & IMAX,55.748150000000,37.555340000000,"Slavyanskiy blvd, 3, Moscow, Russia 121352",https://imax.com/theatres/formula-kino-kutuzovsky-imax,true,false,false,false,false,false,false
5204,Urgoo Cinemas & IMAX,47.913608000000,106.921130000000,"19B Olympic St., Sukhbaatar District 1, Ulaanbaatar, Mongolia 14241",https://imax.com/theatres/urgoo-cinemas-imax,false,false,false,false,false,false,false
5218,Shenzhen Henggang Wan Zhong & IMAX,22.643190000000,114.193420000000,"3F, Linheng Plaza,No.2999 Longgang Ave. Longgan District, Shenzhen, China 518100",https://imax.com/theatres/shenzhen-henggang-wan-zhong-imax,false,true,false,false,false,false,false
5219,Taizhou Jingkai Wanda & IMAX,28.643240000000,121.422410000000,"4-5F, Wanda Plaza, No.799 Jingkai District, Taizhou, China 318000",https://imax.com/theatres/taizhou-jingkai-wanda-imax,false,false,false,false,false,false,false
5220,Guangzhou Grandview Mall Flying & IMAX,23.137950000000,113.333500000000,"7F,Grandview Mall,No.228 Tianhe Rd, Tianhe District, Guangzhou, China 510000",https://imax.com/theatres/guangzhou-grandview-mall-flying-imax,false,false,false,false,false,false,false
5223,Yes Planet Be'er Sheva & IMAX,31.239100000000,34.794720000000,"2 Baruch Katinka Street, Be'er Sheva, Israel 8488435",https://imax.com/theatres/yes-planet-beer-sheva-imax,false,false,false,false,false,false,false
5224,TOHO Cinemas Sendai & IMAX,38.259120000000,140.880210000000,"3-7-5 Aobakuchuo, Sendai PARCO2 6F, Sendai, Japan 9808450",https://imax.com/theatres/toho-cinemas-sendai-imax,false,false,false,false,false,false,false
5229,Zhanjiang Wanda & IMAX,21.254800000000,110.410080000000,"4F, Wanda Plaza, No.128 Binhai Avenue, Jingkai District , Zhanjiang, China 524022",https://imax.com/theatres/zhanjiang-wanda-imax,false,false,false,false,false,false,false
5230,Siping Wanda & IMAX,43.163770000000,124.397670000000,"4F, Wanda Plaza, No.1268 Lishan Rd., Opposite Tiedong Plaza, Siping, China 136000",https://imax.com/theatres/siping-wanda-imax,false,false,false,false,false,false,false
5264,Xiangtan Hengdian & IMAX,27.832140000000,112.918590000000,"7F, B Zone, Better life Mall, No.102 South Jianshe Rd., Yuetang District, Xiangtan, China 411100",https://imax.com/theatres/xiangtan-hengdian-imax,false,false,false,false,false,false,false
5265,Chongqing Daping Wanda & IMAX,29.540060000000,106.516530000000,"6F, Yingli IMIX, No.19 Daping Street, Yuzhong District, Chonging, China",https://imax.com/theatres/chongqing-daping-wanda-imax,false,false,false,false,false,false,false
5272,Megapantalla IMAX Banorte,25.677300000000,-100.284060000000,"Av. Fundidora S/N Interior Papalote, Parque Fundidora Col. Obrera, Monterrey, Mexico 64010",https://imax.com/theatres/megapantalla-imax-banorte,true,false,false,false,false,false,false
5279,Cosmopark IMAX,42.834100000000,74.621570000000,"Kyrgyz Republic, Bishkek Unusalieva str. 40 a , Bishkek, Kyrgyzstan 720028",https://imax.com/theatres/cosmopark-imax,false,false,false,false,false,false,false
5304,Jinan Gaoxin Wanda & IMAX,36.693260000000,117.136940000000,"5F, Wanda Plaza, No. 57 South Gongye Rd. , Jinan, China 250000",https://imax.com/theatres/jinan-gaoxin-wanda-imax,true,true,false,false,false,false,false
